"country","debt_id","portfolio_id","collector","comm_target","debt_age","age_bucket","sector","client_name","d_status","paying_accs","new_accs","debt_original_amount"
"Trinidad","15064708.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","3021.34"
"Trinidad","15064710.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","956.86"
"Trinidad","15064712.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","2103.16"
"Trinidad","15064713.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","635.71"
"Trinidad","15064718.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","3223.74"
"Trinidad","15064722.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","600.67"
"Trinidad","15064736.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","855.35"
"Trinidad","15064737.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","526.44"
"Trinidad","15064750.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","758.37"
"Trinidad","15064752.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","6320.84"
"Trinidad","15064753.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Paying","Not New","1625.00"
"Trinidad","15064756.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","921.28"
"Trinidad","15064757.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","2562.41"
"Trinidad","15064761.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","558.81"
"Trinidad","15064771.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","351.49"
"Trinidad","15064779.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1955.48"
"Trinidad","15064791.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","497.65"
"Trinidad","15064799.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1703.93"
"Trinidad","15064811.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","608.78"
"Trinidad","15064815.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","285.80"
"Trinidad","15064824.T","103","Krishandai","66315","2.68","2 - 3 yrs","Finance","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","2945.47"
"Trinidad","15064827.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","663.75"
"Trinidad","15064831.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","701.21"
"Trinidad","15064840.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","512.12"
"Trinidad","15064844.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","868.80"
"Trinidad","15064847.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Paying","Not New","1149.51"
"Trinidad","15064849.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","472.38"
"Trinidad","15064850.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","916.74"
"Trinidad","15064856.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Paying","Not New","1164.87"
"Trinidad","15064859.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","590.21"
"Trinidad","15064860.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","940.40"
"Trinidad","15064862.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1185.32"
"Trinidad","15064863.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","709.08"
"Trinidad","15064866.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","505.57"
"Trinidad","15064874.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","270.98"
"Trinidad","15064880.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","340.34"
"Trinidad","15064893.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","630.86"
"Trinidad","15064896.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1807.89"
"Trinidad","15064902.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","3910.97"
"Trinidad","15064904.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","619.14"
"Trinidad","15064908.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1629.28"
"Trinidad","15064909.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1274.00"
"Trinidad","15064913.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","815.72"
"Trinidad","15064916.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","724.45"
"Trinidad","15064918.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","504.22"
"Trinidad","15064923.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","405.96"
"Trinidad","15064928.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1915.23"
"Trinidad","15064929.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","578.32"
"Trinidad","15064931.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","747.91"
"Trinidad","15064934.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Paying","Not New","367.61"
"Trinidad","15064939.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","4239.77"
"Trinidad","15064943.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","599.40"
"Trinidad","15064948.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","2263.64"
"Trinidad","15064950.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1503.64"
"Trinidad","15064951.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","6451.23"
"Trinidad","15064957.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","363.51"
"Trinidad","15064963.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Paying","Not New","595.30"
"Trinidad","15064965.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","535.78"
"Trinidad","15064968.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","778.25"
"Trinidad","15064969.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","718.71"
"Trinidad","15064981.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","500.00"
"Trinidad","15064987.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","825.96"
"Trinidad","15064992.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","645.71"
"Trinidad","15064997.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","857.85"
"Trinidad","15065000.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1932.74"
"Trinidad","15065003.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Paying","Not New","4861.07"
"Trinidad","15065004.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","643.66"
"Trinidad","15065008.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","802.42"
"Trinidad","15065013.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","885.64"
"Trinidad","15065015.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","989.14"
"Trinidad","15065019.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1013.97"
"Trinidad","15065027.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","690.73"
"Trinidad","15065034.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","980.88"
"Trinidad","15065039.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","731.11"
"Trinidad","15065045.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","304.28"
"Trinidad","15065048.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1108.55"
"Trinidad","15065051.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","374.19"
"Trinidad","15065052.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","839.22"
"Trinidad","15065053.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","799.69"
"Trinidad","15065055.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1126.10"
"Trinidad","15065056.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","4590.77"
"Trinidad","15065058.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1033.22"
"Trinidad","15065065.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","808.28"
"Trinidad","15065070.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","311.13"
"Trinidad","15065083.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Paying","Not New","1074.44"
"Trinidad","15065084.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","299.71"
"Trinidad","15065096.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","263.92"
"Trinidad","15065099.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1793.82"
"Trinidad","15065101.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","618.49"
"Trinidad","15065107.T","103","Krishandai","66315","2.68","2 - 3 yrs","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","439.55"
"Trinidad","15065114.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1194.48"
"Trinidad","15065123.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","2294.63"
"Trinidad","15065132.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","2473.98"
"Trinidad","15065133.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1650.72"
"Trinidad","15065135.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","932.62"
"Trinidad","15065137.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","765.53"
"Trinidad","15065138.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","447.66"
"Trinidad","15065155.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","752.93"
"Trinidad","15065156.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Paying","Not New","1325.29"
"Trinidad","15065158.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1366.75"
"Trinidad","15065161.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","329.68"
"Trinidad","15065167.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","502.70"
"Trinidad","15065172.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1447.35"
"Trinidad","15065187.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1064.71"
"Trinidad","15065192.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Paying","Not New","1235.87"
"Trinidad","15065193.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","489.87"
"Trinidad","15065198.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","2269.64"
"Trinidad","15065209.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","4601.21"
"Trinidad","15065210.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","697.54"
"Trinidad","15065217.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","875.69"
"Trinidad","15065220.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","605.61"
"Trinidad","15065222.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Paying","Not New","922.08"
"Trinidad","15065224.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1308.74"
"Trinidad","15065225.T","103","Krishandai","66315","2.87","2 - 3 yrs","Banking","REPUBLIC BANK (CENTRALISED CREDIT)","Active","Non-paying","Not New","44581.48"
"Trinidad","15065227.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1067.57"
"Trinidad","15065228.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","2617.58"
"Trinidad","15065232.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","265.45"
"Trinidad","15065233.T","103","Krishandai","66315","2.22","2 - 3 yrs","Banking","REPUBLIC BANK (CENTRALISED CREDIT)","Active","Non-paying","Not New","32892.48"
"Trinidad","15065237.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","712.64"
"Trinidad","15065247.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Paying","Not New","1762.92"
"Trinidad","15065252.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","885.22"
"Trinidad","15065255.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","894.04"
"Trinidad","15065257.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","559.01"
"Trinidad","15065258.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1326.03"
"Trinidad","15065262.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1191.83"
"Trinidad","15065271.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","286.62"
"Trinidad","15065276.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1296.67"
"Trinidad","15065277.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","835.28"
"Trinidad","15065281.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","914.61"
"Trinidad","15065294.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","346.27"
"Trinidad","15065327.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","840.05"
"Trinidad","15065329.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","772.27"
"Trinidad","15065330.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","522.98"
"Trinidad","15065331.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","536.40"
"Trinidad","15065332.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","658.15"
"Trinidad","15065346.T","103","Krishandai","66315","1.73","1 - 2 yrs","Communication","Novo Communications Limited","Active","Non-paying","Not New","1172.25"
"Trinidad","15065349.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","317.94"
"Trinidad","15065354.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","3091.12"
"Trinidad","15065358.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","410.05"
"Trinidad","15065360.T","103","Krishandai","66315","2.12","2 - 3 yrs","Communication","Novo Communications Limited","Active","Non-paying","Not New","956.25"
"Trinidad","15065362.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1894.33"
"Trinidad","15065373.T","103","Krishandai","66315","1.98","1 - 2 yrs","Communication","Novo Communications Limited","Active","Non-paying","Not New","572.26"
"Trinidad","15065400.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Paying","Not New","849.28"
"Trinidad","15065415.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","590.56"
"Trinidad","15065419.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","673.28"
"Trinidad","15065428.T","103","Krishandai","66315","2.27","2 - 3 yrs","Communication","Novo Communications Limited","Active","Non-paying","Not New","2703.75"
"Trinidad","15065436.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1055.09"
"Trinidad","15065438.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","800.72"
"Trinidad","15065447.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","986.64"
"Trinidad","15065451.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","748.96"
"Trinidad","15065454.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1046.13"
"Trinidad","15065455.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1666.05"
"Trinidad","15065467.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1168.93"
"Trinidad","15065475.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1597.37"
"Trinidad","15065476.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1577.95"
"Trinidad","15065482.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1077.57"
"Trinidad","15065486.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","690.25"
"Trinidad","15065498.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","567.24"
"Trinidad","15065504.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","939.61"
"Trinidad","15065509.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","490.04"
"Trinidad","15065521.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","2180.55"
"Trinidad","15065524.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","691.04"
"Trinidad","15065525.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","715.32"
"Trinidad","15065527.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","991.01"
"Trinidad","15065534.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","721.09"
"Trinidad","15065535.T","103","Krishandai","66315","1.90","1 - 2 yrs","Communication","Novo Communications Limited","Active","Non-paying","Not New","1746.25"
"Trinidad","15065542.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","473.71"
"Trinidad","15065543.T","103","Krishandai","66315","2.05","2 - 3 yrs","Communication","Novo Communications Limited","Active","Non-paying","Not New","2075.00"
"Trinidad","15065545.T","103","Krishandai","66315","1.72","1 - 2 yrs","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Paying","Not New","19983.33"
"Trinidad","15065552.T","103","Krishandai","66315","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","240.52"
"Trinidad","15065567.T","103","Krishandai","66315","2.36","2 - 3 yrs","Communication","Novo Communications Limited","Active","Non-paying","Not New","1836.27"
"Trinidad","15065568.T","103","Krishandai","66315","2.31","2 - 3 yrs","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Paying","Not New","18452.10"
"Trinidad","15065570.T","103","Krishandai","66315","1.54","1 - 2 yrs","Communication","Novo Communications Limited","Active","Non-paying","Not New","1226.25"
"Trinidad","15065572.T","103","Krishandai","66315","1.73","1 - 2 yrs","Communication","Novo Communications Limited","Active","Paying","Not New","2893.25"
"Trinidad","15065582.T","103","Krishandai","66315","1.34","1 - 2 yrs","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Paying","Not New","62850.98"
"Trinidad","15065587.T","103","Krishandai","66315","1.71","1 - 2 yrs","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Non-paying","Not New","9236.47"
"Trinidad","15065589.T","103","Krishandai","66315","1.78","1 - 2 yrs","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Non-paying","Not New","6448.60"
"Trinidad","15065598.T","103","Krishandai","66315","1.65","1 - 2 yrs","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Paying","Not New","9720.03"
"Trinidad","15065599.T","103","Krishandai","66315","1.32","1 - 2 yrs","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Paying","Not New","15875.19"
"Trinidad","15065600.T","103","Krishandai","66315","1.81","1 - 2 yrs","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Non-paying","Not New","5022.88"
"Trinidad","15065606.T","103","Krishandai","66315","1.98","1 - 2 yrs","Communication","Novo Communications Limited","Active","Non-paying","Not New","708.07"
"Trinidad","15065616.T","103","Krishandai","66315","1.61","1 - 2 yrs","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Non-paying","Not New","42110.46"
"Trinidad","15065618.T","103","Krishandai","66315","1.27","1 - 2 yrs","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Paying","Not New","14050.21"
