"country","debt_id","portfolio_id","collector","comm_target","debt_age","age_bucket","sector","client_name","d_status","paying_accs","new_accs","debt_original_amount"
"Trinidad","15074009.T","1727","Shanaz","48780","123.22","Unknown","Banking","ASCENDANCY - SCOTIABANK","Active","Non-paying","Not New","35625.09"
"Trinidad","15074010.T","1727","Shanaz","48780","123.22","Unknown","Banking","ASCENDANCY - SCOTIABANK","Active","Non-paying","Not New","785.12"
"Trinidad","15074037.T","1727","Shanaz","48780","123.22","Unknown","Banking","ASCENDANCY - SCOTIABANK","Active","Non-paying","Not New","40918.38"
"Trinidad","15074096.T","1727","Shanaz","48780","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","2191.16"
"Trinidad","15074100.T","1727","Shanaz","48780","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1540.83"
"Trinidad","15074163.T","1727","Shanaz","48780","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Paying","Not New","1492.19"
"Trinidad","15074196.T","1727","Shanaz","48780","123.22","Unknown","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","6248.46"
"Trinidad","15074198.T","1727","Shanaz","48780","1.99","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","5995.31"
"Trinidad","15074226.T","1727","Shanaz","48780","1.93","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","3028.72"
"Trinidad","15074231.T","1727","Shanaz","48780","3.53","3 - 5 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2537.03"
"Trinidad","15074258.T","1727","Shanaz","48780","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1715.39"
"Trinidad","15074321.T","1727","Shanaz","48780","123.22","Unknown","Banking","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1655.54"
"Trinidad","15074422.T","1727","Shanaz","48780","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1447.76"
"Trinidad","15074432.T","1727","Shanaz","48780","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1565.77"
"Trinidad","15074519.T","1727","Shanaz","48780","1.98","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2538.27"
"Trinidad","15074547.T","1727","Shanaz","48780","1.75","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2566.77"
"Trinidad","15074563.T","1727","Shanaz","48780","1.96","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","4159.64"
"Trinidad","15074841.T","1727","Shanaz","48780","2.59","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","4365.26"
"Trinidad","15074863.T","1727","Shanaz","48780","3.01","3 - 5 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2035.57"
"Trinidad","15075239.T","1727","Shanaz","48780","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","1692.41"
"Trinidad","15075271.T","1727","Shanaz","48780","2.64","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","5231.60"
"Trinidad","15075299.T","1727","Shanaz","48780","2.96","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","3814.88"
"Trinidad","15075303.T","1727","Shanaz","48780","3.55","3 - 5 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2257.20"
"Trinidad","15075308.T","1727","Shanaz","48780","1.86","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Paying","Not New","2907.21"
"Trinidad","15075312.T","1727","Shanaz","48780","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Paying","Not New","2027.50"
"Trinidad","15075681.T","1727","Shanaz","48780","2.97","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Paying","Not New","4606.96"
"Trinidad","15075687.T","1727","Shanaz","48780","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","3799.45"
"Trinidad","15075797.T","1727","Shanaz","48780","2.08","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","3940.76"
"Trinidad","15075939.T","1727","Shanaz","48780","2.43","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","3636.36"
"Trinidad","15075960.T","1727","Shanaz","48780","3.23","3 - 5 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2208.27"
"Trinidad","15075965.T","1727","Shanaz","48780","2.97","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","4368.14"
"Trinidad","15076029.T","1727","Shanaz","48780","2.93","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","4092.48"
"Trinidad","15076040.T","1727","Shanaz","48780","1.90","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","3575.00"
"Trinidad","15076041.T","1727","Shanaz","48780","123.22","Unknown","Communication","TSTT-MOBILE ACCOUNTS","Active","Non-paying","Not New","2366.99"
"Trinidad","15076120.T","1727","Shanaz","48780","3.65","3 - 5 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2822.71"
"Trinidad","15076160.T","1727","Shanaz","48780","3.29","3 - 5 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","4578.81"
"Trinidad","15076181.T","1727","Shanaz","48780","3.40","3 - 5 yrs","Other","Sophia Scipio","Active","Non-paying","Not New","62185.67"
"Trinidad","15076206.T","1727","Shanaz","48780","2.55","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2328.17"
"Trinidad","15076376.T","1727","Shanaz","48780","1.98","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","4852.75"
"Trinidad","15076502.T","1727","Shanaz","48780","1.99","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","3886.16"
"Trinidad","15076750.T","1727","Shanaz","48780","1.22","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2677.09"
"Trinidad","15076781.T","1727","Shanaz","48780","1.97","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Paying","Not New","3924.62"
"Trinidad","15076804.T","1727","Shanaz","48780","1.48","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Paying","Not New","2238.95"
"Trinidad","15076895.T","1727","Shanaz","48780","1.39","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2165.01"
"Trinidad","15076910.T","1727","Shanaz","48780","1.82","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2260.11"
"Trinidad","15076923.T","1727","Shanaz","48780","2.30","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","4881.98"
"Trinidad","15077039.T","1727","Shanaz","48780","2.70","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","3717.33"
"Trinidad","15077041.T","1727","Shanaz","48780","2.28","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Paying","Not New","2399.88"
"Trinidad","15077064.T","1727","Shanaz","48780","1.92","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2626.74"
"Trinidad","15077197.T","1727","Shanaz","48780","2.13","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2280.12"
"Trinidad","15077597.T","1727","Shanaz","48780","2.49","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","5073.83"
"Trinidad","15077706.T","1727","Shanaz","48780","1.89","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","3501.60"
"Trinidad","15077905.T","1727","Shanaz","48780","1.92","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2192.98"
"Trinidad","15077938.T","1727","Shanaz","48780","2.64","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","5346.35"
"Trinidad","15078052.T","1727","Shanaz","48780","2.04","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2445.86"
"Trinidad","15078121.T","1727","Shanaz","48780","3.24","3 - 5 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","5177.27"
"Trinidad","15078148.T","1727","Shanaz","48780","4.15","3 - 5 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","4805.90"
"Trinidad","15078188.T","1727","Shanaz","48780","3.19","3 - 5 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Paying","Not New","2474.40"
"Trinidad","15078359.T","1727","Shanaz","48780","2.05","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","5166.26"
"Trinidad","15078496.T","1727","Shanaz","48780","2.64","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2369.04"
"Trinidad","15078640.T","1727","Shanaz","48780","3.32","3 - 5 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2418.65"
"Trinidad","15078758.T","1727","Shanaz","48780","3.65","3 - 5 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2162.47"
"Trinidad","15078937.T","1727","Shanaz","48780","2.39","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","1980.00"
"Trinidad","15078967.T","1727","Shanaz","48780","1.96","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","1428.45"
"Trinidad","15078972.T","1727","Shanaz","48780","2.18","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","5549.49"
"Trinidad","15079123.T","1727","Shanaz","48780","3.00","3 - 5 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","4539.37"
"Trinidad","15079195.T","1727","Shanaz","48780","1.10","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2703.45"
"Trinidad","15079197.T","1727","Shanaz","48780","1.94","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","4411.49"
"Trinidad","15079203.T","1727","Shanaz","48780","2.67","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","3179.96"
"Trinidad","15079281.T","1727","Shanaz","48780","1.32","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","4017.96"
"Trinidad","15079414.T","1727","Shanaz","48780","2.36","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2520.00"
"Trinidad","15079433.T","1727","Shanaz","48780","1.23","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","5504.00"
"Trinidad","15079549.T","1727","Shanaz","48780","2.51","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","4375.31"
"Trinidad","15079554.T","1727","Shanaz","48780","2.30","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Paying","Not New","3562.40"
"Trinidad","15079598.T","1727","Shanaz","48780","123.22","Unknown","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2231.83"
"Trinidad","15079611.T","1727","Shanaz","48780","1.94","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","4846.81"
"Trinidad","15079690.T","1727","Shanaz","48780","2.29","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","5028.16"
"Trinidad","15079735.T","1727","Shanaz","48780","1.93","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","5551.02"
"Trinidad","15079961.T","1727","Shanaz","48780","2.02","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2285.70"
"Trinidad","15079974.T","1727","Shanaz","48780","2.47","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2928.79"
"Trinidad","15080089.T","1727","Shanaz","48780","1.44","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2465.96"
"Trinidad","15080139.T","1727","Shanaz","48780","3.53","3 - 5 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","3892.21"
"Trinidad","15080141.T","1727","Shanaz","48780","2.91","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","1375.81"
"Trinidad","15080268.T","1727","Shanaz","48780","2.31","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2500.04"
"Trinidad","15080271.T","1727","Shanaz","48780","2.64","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Paying","Not New","2704.38"
"Trinidad","15080537.T","1727","Shanaz","48780","1.94","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2690.80"
"Trinidad","15080652.T","1727","Shanaz","48780","1.81","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2626.70"
"Trinidad","15080673.T","1727","Shanaz","48780","3.10","3 - 5 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","3110.79"
"Trinidad","15080683.T","1727","Shanaz","48780","1.91","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2578.56"
"Trinidad","15080896.T","1727","Shanaz","48780","123.22","Unknown","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","4912.81"
"Trinidad","15080915.T","1727","Shanaz","48780","1.98","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2588.04"
"Trinidad","15080956.T","1727","Shanaz","48780","2.95","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","5304.34"
"Trinidad","15081094.T","1727","Shanaz","48780","2.41","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","4690.55"
"Trinidad","15081099.T","1727","Shanaz","48780","2.18","2 - 3 yrs","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Non-paying","Not New","22390.63"
"Trinidad","15081114.T","1727","Shanaz","48780","1.88","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Paying","Not New","3436.54"
"Trinidad","15081231.T","1727","Shanaz","48780","1.81","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2461.85"
"Trinidad","15081297.T","1727","Shanaz","48780","3.52","3 - 5 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","3710.92"
"Trinidad","15081339.T","1727","Shanaz","48780","1.93","1 - 2 yrs","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Non-paying","Not New","21124.62"
"Trinidad","15081406.T","1727","Shanaz","48780","2.10","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2235.10"
"Trinidad","15081410.T","1727","Shanaz","48780","2.29","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","4594.55"
"Trinidad","15081550.T","1727","Shanaz","48780","1.90","1 - 2 yrs","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Paying","Not New","41148.68"
"Trinidad","15081603.T","1727","Shanaz","48780","2.22","2 - 3 yrs","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Paying","Not New","33564.10"
"Trinidad","15081648.T","1727","Shanaz","48780","2.56","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","12452.90"
"Trinidad","15081653.T","1727","Shanaz","48780","2.33","2 - 3 yrs","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Non-paying","Not New","19513.59"
"Trinidad","15081725.T","1727","Shanaz","48780","1.03","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","14846.72"
"Trinidad","15081740.T","1727","Shanaz","48780","123.22","Unknown","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Non-paying","Not New","17657.27"
"Trinidad","15081807.T","1727","Shanaz","48780","4.07","3 - 5 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","30307.60"
"Trinidad","15081958.T","1727","Shanaz","48780","1.64","1 - 2 yrs","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Non-paying","Not New","15547.59"
"Trinidad","15081970.T","1727","Shanaz","48780","1.44","1 - 2 yrs","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Non-paying","Not New","15434.61"
"Trinidad","15082289.T","1727","Shanaz","48780","2.35","2 - 3 yrs","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Non-paying","Not New","5716.19"
"Trinidad","15082329.T","1727","Shanaz","48780","1.47","1 - 2 yrs","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Non-paying","Not New","7407.37"
"Trinidad","15082377.T","1727","Shanaz","48780","1.06","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","14082.16"
"Trinidad","15082380.T","1727","Shanaz","48780","1.22","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","3413.22"
"Trinidad","15082396.T","1727","Shanaz","48780","2.06","2 - 3 yrs","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Non-paying","Not New","10374.07"
"Trinidad","15082403.T","1727","Shanaz","48780","1.91","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","5026.80"
"Trinidad","15082476.T","1727","Shanaz","48780","3.01","3 - 5 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","13661.74"
"Trinidad","15082500.T","1727","Shanaz","48780","1.65","1 - 2 yrs","Banking","SCOTIABANK T & T LTD (CRC UNIT).","Active","Paying","Not New","8579.97"
"Trinidad","15082518.T","1727","Shanaz","48780","2.07","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","17240.65"
"Trinidad","15082799.T","1727","Shanaz","48780","1.35","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","10939.20"
"Trinidad","15083026.T","1727","Shanaz","48780","123.22","Unknown","Banking","Genesis PII - Scotiabank","Active","Paying","Not New","106924.14"
"Trinidad","15083037.T","1727","Shanaz","48780","123.22","Unknown","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","21185.46"
"Trinidad","15083195.T","1727","Shanaz","48780","1.83","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","15829.83"
"Trinidad","15083361.T","1727","Shanaz","48780","2.93","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Paying","Not New","15022.87"
"Trinidad","15083373.T","1727","Shanaz","48780","123.22","Unknown","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","13291.34"
"Trinidad","15083437.T","1727","Shanaz","48780","2.63","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","15192.68"
"Trinidad","15083519.T","1727","Shanaz","48780","2.98","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","12856.31"
"Trinidad","15083694.T","1727","Shanaz","48780","1.86","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","15871.82"
"Trinidad","15083968.T","1727","Shanaz","48780","2.39","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","14042.88"
"Trinidad","15084118.T","1727","Shanaz","48780","1.86","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Paying","Not New","12521.90"
"Trinidad","15084167.T","1727","Shanaz","48780","2.72","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","12855.07"
"Trinidad","15084168.T","1727","Shanaz","48780","2.13","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","13724.86"
"Trinidad","15084335.T","1727","Shanaz","48780","3.07","3 - 5 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Paying","Not New","18380.75"
"Trinidad","15084338.T","1727","Shanaz","48780","2.99","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Paying","Not New","7008.01"
"Trinidad","15084386.T","1727","Shanaz","48780","1.94","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","12974.76"
"Trinidad","15084482.T","1727","Shanaz","48780","2.63","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","19803.56"
"Trinidad","15084645.T","1727","Shanaz","48780","2.26","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Paying","Not New","12569.00"
"Trinidad","15084729.T","1727","Shanaz","48780","1.04","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","13194.67"
"Trinidad","15084852.T","1727","Shanaz","48780","2.23","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","14535.40"
"Trinidad","15085441.T","1727","Shanaz","48780","2.69","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Paying","Not New","12378.90"
"Trinidad","15085453.T","1727","Shanaz","48780","2.69","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","6890.03"
"Trinidad","15085457.T","1727","Shanaz","48780","3.06","3 - 5 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","2522.37"
"Trinidad","15085966.T","1727","Shanaz","48780","3.07","3 - 5 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","16211.95"
"Trinidad","15086012.T","1727","Shanaz","48780","1.45","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","12642.21"
"Trinidad","15086390.T","1727","Shanaz","48780","1.47","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Paying","Not New","12980.82"
"Trinidad","15086710.T","1727","Shanaz","48780","2.22","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","25687.36"
"Trinidad","15086823.T","1727","Shanaz","48780","123.22","Unknown","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","15406.47"
"Trinidad","15087469.T","1727","Shanaz","48780","2.66","2 - 3 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","13472.04"
"Trinidad","15087470.T","1727","Shanaz","48780","1.08","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Paying","Not New","7001.92"
"Trinidad","15087484.T","1727","Shanaz","48780","0.87","06 mth - 1 yr","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Non-paying","Not New","12315.83"
"Trinidad","15087527.T","1727","Shanaz","48780","1.42","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Paying","Not New","13125.77"
"Trinidad","15088463.T","1727","Shanaz","48780","1.80","1 - 2 yrs","Retail","UNICOMER (T'DAD) LTD (FORMERLY COURTS)","Active","Paying","Not New","13329.96"
"Trinidad","15089856.T","1727","Shanaz","48780","123.22","Unknown","Finance","Genesis PII - Scotiabank","Active","Non-paying","Not New","45061.62"
"Trinidad","15089988.T","1727","Shanaz","48780","4.06","3 - 5 yrs","Finance","Genesis PII - Scotiabank","Active","Non-paying","Not New","28757.35"
"Trinidad","15090105.T","1727","Shanaz","48780","3.65","3 - 5 yrs","Finance","Genesis PII - Scotiabank","Active","Non-paying","Not New","12405.42"
"Trinidad","15090337.T","1727","Shanaz","48780","3.01","3 - 5 yrs","Finance","Genesis PII - Scotiabank","Active","Non-paying","Not New","15041.78"
"Trinidad","15090342.T","1727","Shanaz","48780","2.98","2 - 3 yrs","Finance","Genesis PII - Scotiabank","Active","Non-paying","Not New","17586.82"
"Trinidad","15090466.T","1727","Shanaz","48780","3.64","3 - 5 yrs","Finance","Genesis PII - Scotiabank","Active","Non-paying","Not New","39896.01"
"Trinidad","15090771.T","1727","Shanaz","48780","3.34","3 - 5 yrs","Finance","SECU CREDIT UNION CO-OP SOCIETY LTD","Active","Non-paying","Not New","39648.00"
